USGS	05531175	2010-10-10 00:00	CST	6.31	
USGS	05531175	2010-10-10 00:05	CST	6.31	
USGS	05531175	2010-10-10 00:10	CST	6.31	
USGS	05531175	2010-10-10 00:15	CST	6.31	
USGS	05531175	2010-10-10 00:20	CST	6.31	
USGS	05531175	2010-10-10 00:25	CST	6.31	
USGS	05531175	2010-10-10 00:30	CST	6.32	
USGS	05531175	2010-10-10 00:35	CST	6.32	
USGS	05531175	2010-10-10 00:40	CST	6.32	
USGS	05531175	2010-10-10 00:45	CST	6.32	
USGS	05531175	2010-10-10 00:50	CST	6.32	
USGS	05531175	2010-10-10 00:55	CST	6.32	
USGS	05531175	2010-10-10 01:00	CST	6.32	
USGS	05531175	2010-10-10 01:05	CST	6.32	
USGS	05531175	2010-10-10 01:10	CST	6.33	
USGS	05531175	2010-10-10 01:15	CST	6.33	
USGS	05531175	2010-10-10 01:20	CST	6.33	
USGS	05531175	2010-10-10 01:25	CST	6.33	
USGS	05531175	2010-10-10 01:30	CST	6.33	
USGS	05531175	2010-10-10 01:35	CST	6.33	
USGS	05531175	2010-10-10 01:40	CST	6.34	
USGS	05531175	2010-10-10 01:45	CST	6.33	
USGS	05531175	2010-10-10 01:50	CST	6.33	
USGS	05531175	2010-10-10 01:55	CST	6.33	
USGS	05531175	2010-10-10 02:00	CST	6.33	
USGS	05531175	2010-10-10 02:05	CST	6.33	
USGS	05531175	2010-10-10 02:10	CST	6.33	
USGS	05531175	2010-10-10 02:15	CST	6.33	
USGS	05531175	2010-10-10 02:20	CST	6.33	
USGS	05531175	2010-10-10 02:25	CST	6.33	
USGS	05531175	2010-10-10 02:30	CST	6.33	
USGS	05531175	2010-10-10 02:35	CST	6.33	
USGS	05531175	2010-10-10 02:40	CST	6.33	
USGS	05531175	2010-10-10 02:45	CST	6.33	
USGS	05531175	2010-10-10 02:50	CST	6.32	
USGS	05531175	2010-10-10 02:55	CST	6.32	
USGS	05531175	2010-10-10 03:00	CST	6.32	
USGS	05531175	2010-10-10 03:05	CST	6.32	
USGS	05531175	2010-10-10 03:10	CST	6.32	
USGS	05531175	2010-10-10 03:15	CST	6.32	
USGS	05531175	2010-10-10 03:20	CST	6.32	
USGS	05531175	2010-10-10 03:25	CST	6.32	
USGS	05531175	2010-10-10 03:30	CST	6.31	
USGS	05531175	2010-10-10 03:35	CST	6.31	
USGS	05531175	2010-10-10 03:40	CST	6.31	
USGS	05531175	2010-10-10 03:45	CST	6.31	
USGS	05531175	2010-10-10 03:50	CST	6.30	
USGS	05531175	2010-10-10 03:55	CST	6.30	
USGS	05531175	2010-10-10 04:00	CST	6.30	
USGS	05531175	2010-10-10 04:05	CST	6.31	
USGS	05531175	2010-10-10 04:10	CST	6.30	
USGS	05531175	2010-10-10 04:15	CST	6.30	
USGS	05531175	2010-10-10 04:20	CST	6.29	
USGS	05531175	2010-10-10 04:25	CST	6.29	
USGS	05531175	2010-10-10 04:30	CST	6.30	
USGS	05531175	2010-10-10 04:35	CST	6.29	
USGS	05531175	2010-10-10 04:40	CST	6.29	
USGS	05531175	2010-10-10 04:45	CST	6.28	
USGS	05531175	2010-10-10 04:50	CST	6.28	
USGS	05531175	2010-10-10 04:55	CST	6.28	
USGS	05531175	2010-10-10 05:00	CST	6.28	
USGS	05531175	2010-10-10 05:05	CST	6.28	
USGS	05531175	2010-10-10 05:10	CST	6.27	
USGS	05531175	2010-10-10 05:15	CST	6.27	
USGS	05531175	2010-10-10 05:20	CST	6.27	
USGS	05531175	2010-10-10 05:25	CST	6.27	
USGS	05531175	2010-10-10 05:30	CST	6.27	
USGS	05531175	2010-10-10 05:35	CST	6.27	
USGS	05531175	2010-10-10 05:40	CST	6.26	
USGS	05531175	2010-10-10 05:45	CST	6.26	
USGS	05531175	2010-10-10 05:50	CST	6.26	
USGS	05531175	2010-10-10 05:55	CST	6.26	
USGS	05531175	2010-10-10 06:00	CST	6.26	
USGS	05531175	2010-10-10 06:05	CST	6.26	
USGS	05531175	2010-10-10 06:10	CST	6.26	
USGS	05531175	2010-10-10 06:15	CST	6.26	
USGS	05531175	2010-10-10 06:20	CST	6.25	
USGS	05531175	2010-10-10 06:25	CST	6.25	
USGS	05531175	2010-10-10 06:30	CST	6.25	
USGS	05531175	2010-10-10 06:35	CST	6.25	
USGS	05531175	2010-10-10 06:40	CST	6.25	
USGS	05531175	2010-10-10 06:45	CST	6.25	
USGS	05531175	2010-10-10 06:50	CST	6.24	
USGS	05531175	2010-10-10 06:55	CST	6.24	
USGS	05531175	2010-10-10 07:00	CST	6.24	
USGS	05531175	2010-10-10 07:05	CST	6.24	
USGS	05531175	2010-10-10 07:10	CST	6.24	
USGS	05531175	2010-10-10 07:15	CST	6.24	
USGS	05531175	2010-10-10 07:20	CST	6.24	
USGS	05531175	2010-10-10 07:25	CST	6.24	
USGS	05531175	2010-10-10 07:30	CST	6.23	
USGS	05531175	2010-10-10 07:35	CST	6.23	
USGS	05531175	2010-10-10 07:40	CST	6.23	
USGS	05531175	2010-10-10 07:45	CST	6.23	
USGS	05531175	2010-10-10 07:50	CST	6.23	
USGS	05531175	2010-10-10 07:55	CST	6.22	
USGS	05531175	2010-10-10 08:00	CST	6.22	
USGS	05531175	2010-10-10 08:05	CST	6.22	
USGS	05531175	2010-10-10 08:10	CST	6.22	
USGS	05531175	2010-10-10 08:15	CST	6.22	
USGS	05531175	2010-10-10 08:20	CST	6.22	
USGS	05531175	2010-10-10 08:25	CST	6.22	
USGS	05531175	2010-10-10 08:30	CST	6.21	
USGS	05531175	2010-10-10 08:35	CST	6.21	
USGS	05531175	2010-10-10 08:40	CST	6.21	
USGS	05531175	2010-10-10 08:45	CST	6.21	
USGS	05531175	2010-10-10 08:50	CST	6.21	
USGS	05531175	2010-10-10 08:55	CST	6.21	
USGS	05531175	2010-10-10 09:00	CST	6.20	
USGS	05531175	2010-10-10 09:05	CST	6.20	
USGS	05531175	2010-10-10 09:10	CST	6.20	
USGS	05531175	2010-10-10 09:15	CST	6.20	
USGS	05531175	2010-10-10 09:20	CST	6.20	
USGS	05531175	2010-10-10 09:25	CST	6.20	
USGS	05531175	2010-10-10 09:30	CST	6.20	
USGS	05531175	2010-10-10 09:35	CST	6.20	
USGS	05531175	2010-10-10 09:40	CST	6.20	
USGS	05531175	2010-10-10 09:45	CST	6.20	
USGS	05531175	2010-10-10 09:50	CST	6.20	
USGS	05531175	2010-10-10 09:55	CST	6.20	
USGS	05531175	2010-10-10 10:00	CST	6.20	
USGS	05531175	2010-10-10 10:05	CST	6.20	
USGS	05531175	2010-10-10 10:10	CST	6.20	
USGS	05531175	2010-10-10 10:15	CST	6.20	
USGS	05531175	2010-10-10 10:20	CST	6.20	
USGS	05531175	2010-10-10 10:25	CST	6.20	
USGS	05531175	2010-10-10 10:30	CST	6.20	
